WINE QUALITY PREDICTION SYSTEM,,,,,,,,,,,,,,,
Wine name,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,is red wine,is strong wine,is good wine?
1758,6.5,0.28,0.28,8.5,0.047,54,210,0.9962,3.09,0.54,8.9,4,0,0,bad
1759,6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,6,0,0,bad
1760,6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5,0,0,bad
1761,6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,6,0,1,bad
1762,6.6,0.15,0.34,5.1,0.055,34,125,0.9942,3.36,0.42,9.6,5,0,0,bad
1763,6.4,0.29,0.44,3.6,0.2,75,181,0.9942,3.02,0.41,9.1,5,0,0,bad
1764,6.4,0.3,0.45,3.5,0.197,76,180,0.9942,3.02,0.39,9.1,6,0,0,bad
1765,6.4,0.29,0.44,3.6,0.197,75,183,0.9942,3.01,0.38,9.1,5,0,0,bad
1766,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5,0,0,bad
1767,7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,0,0,bad
1768,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5,0,0,bad
1769,6.8,0.27,0.26,16.1,0.049,55,196,0.9984,3.15,0.5,9.3,5,0,0,bad
1770,7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,0,0,bad
1771,6.9,0.54,0.32,13.2,0.05,53,236,0.9973,3.2,0.5,9.6,5,0,0,bad
1772,6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,6,0,1,bad
1773,5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,4,0,0,bad
1774,6.4,0.21,0.5,11.6,0.042,45,153,0.9972,3.15,0.43,8.8,5,0,0,bad
1775,7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5,0,0,bad
1776,10.2,0.44,0.88,6.2,0.049,20,124,0.9968,2.99,0.51,9.9,4,0,0,bad
1777,6.8,0.57,0.29,2.2,0.04,15,77,0.9938,3.32,0.74,10.2,5,0,0,bad
1778,6.1,0.4,0.31,0.9,0.048,23,170,0.993,3.22,0.77,9.5,6,0,0,bad
1779,5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5,5,0,0,bad
1780,6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,7,0,1,Good
1781,7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5,0,0,bad
1782,6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,6,0,0,bad
1783,6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,0,1,Good
1784,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5,0,0,bad
1785,7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,5,0,0,bad
1786,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5,0,0,bad
1787,5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,5,0,0,bad
1788,7.5,0.23,0.36,7,0.036,43,161,0.9938,3.04,0.32,11,5,0,0,bad
1789,7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,5,0,0,bad
1790,7.2,0.685,0.21,9.5,0.07,33,172,0.9971,3,0.55,9.1,6,0,0,bad
1791,6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,0,1,Good
1792,6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,6,0,0,bad
1793,6.3,0.495,0.22,1.8,0.046,31,140,0.9929,3.39,0.54,10.4,6,0,0,bad
1794,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5,0,0,bad
1795,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6,0,0,bad
1796,7.1,0.25,0.32,10.3,0.041,66,272,0.9969,3.17,0.52,9.1,6,0,0,bad
1797,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6,0,0,bad
1798,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5,0,0,bad
1799,6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,4,0,0,bad
1800,8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,6,0,0,bad
1801,8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,6,0,0,bad
1802,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,0,0,bad
1803,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,0,0,bad
1804,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,0,0,bad
1805,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,0,0,bad
1806,6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,6,0,0,bad
1807,7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,7,0,1,Good
1808,6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6,6,0,0,bad
1809,7.3,0.32,0.23,13.7,0.05,49,197,0.9985,3.2,0.46,8.7,5,0,0,bad
1810,7.7,0.31,0.26,7.8,0.031,23,90,0.9944,3.13,0.5,10.4,5,0,0,bad
1811,7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,7,0,1,Good
1812,6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,6,0,0,bad
1813,6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,0,0,bad
1814,6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,6,0,1,bad
1815,6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,7,0,1,Good
1816,5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,7,0,0,Good
1817,5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,0,0,Good
1818,6.1,0.41,0.14,10.4,0.037,18,119,0.996,3.38,0.45,10,5,0,0,bad
1819,5.9,0.21,0.28,4.6,0.053,40,199,0.9964,3.72,0.7,10,4,0,0,bad
1820,8.5,0.26,0.21,16.2,0.074,41,197,0.998,3.02,0.5,9.8,3,0,0,bad
1821,6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,0,0,bad
1822,5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7,3,0,1,bad
1823,5.8,0.24,0.39,1.5,0.054,37,158,0.9932,3.21,0.52,9.3,6,0,0,bad
1824,6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,8,0,0,Good
1825,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,0,0,Good
1826,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,0,0,Good
1827,6.4,0.23,0.39,1.8,0.032,23,118,0.9912,3.32,0.5,11.8,6,0,1,bad
1828,5.8,0.36,0.38,0.9,0.037,3,75,0.9904,3.28,0.34,11.4,4,0,1,bad
1829,6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,6,0,0,bad
1830,6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5,0,0,bad
1831,6.9,0.28,0.4,8.2,0.036,15,95,0.9944,3.17,0.33,10.2,5,0,0,bad
1832,7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,6,0,0,bad
1833,6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6,6,0,0,bad
1834,6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5,0,0,bad
1835,6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6,0,0,bad
1836,5.3,0.58,0.07,6.9,0.043,34,149,0.9944,3.34,0.57,9.7,5,0,0,bad
1837,5.3,0.585,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7,6,0,0,bad
1838,5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,6,0,0,bad
1839,6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6,0,0,bad
1840,5.2,0.6,0.07,7,0.044,33,147,0.9944,3.33,0.58,9.7,5,0,0,bad
1841,5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,5,0,0,bad
1842,6.6,0.58,0.3,5.1,0.057,30,123,0.9949,3.24,0.38,9,5,0,0,bad
1843,7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5,5,0,0,bad
1844,6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6,0,0,bad
1845,6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,6,0,0,bad
1846,7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,5,0,0,bad
1847,6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,4,0,0,bad
1848,7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4,7,0,1,Good
1849,7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,8,0,1,Good
1850,6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,8,0,1,Good
1851,6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,4,0,0,bad
1852,6.7,0.34,0.3,15.6,0.054,51,196,0.9982,3.19,0.49,9.3,5,0,0,bad
1853,7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8,5,0,0,bad
1854,7.3,0.32,0.25,7.2,0.056,47,180,0.9961,3.08,0.47,8.8,5,0,0,bad
1855,6.5,0.28,0.33,15.7,0.053,51,190,0.9978,3.22,0.51,9.7,6,0,0,bad
1856,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,0,0,Good
1857,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,0,0,Good
1858,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,0,0,Good
1859,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,0,0,Good
1860,5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,6,0,0,bad
1861,7.4,0.28,0.42,19.8,0.066,53,195,1,2.96,0.44,9.1,5,0,0,bad
1862,6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,7,0,0,Good
1863,9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,3,0,0,bad
1864,6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,6,0,0,bad
1865,8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5,0,0,bad
1866,7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,7,0,1,Good
1867,7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,6,0,0,bad
1868,6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,6,0,0,bad
1869,6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,0,0,bad
1870,8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5,6,0,0,bad
1871,6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,0,0,bad
1872,6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,6,0,1,bad
1873,7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,0,0,bad
1874,7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,0,0,bad
1875,7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,5,0,0,bad
1876,7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,6,0,0,bad
1877,6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,7,0,0,Good
1878,6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,6,0,0,bad
1879,6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7,0,1,Good
1880,5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,8,0,1,Good
1881,7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6,0,0,bad
1882,5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6,0,0,bad
1883,5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,5,0,0,bad
1884,6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6,0,0,bad
1885,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6,0,0,bad
1886,6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,0,0,bad
1887,5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7,0,1,Good
1888,6.1,0.125,0.25,3.3,0.04,10,69,0.9934,3.54,0.59,10.1,6,0,0,bad
1889,6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,7,0,0,Good
1890,6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,0,0,bad
1891,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6,0,0,bad
1892,6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,6,0,0,bad
1893,8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4,5,0,1,bad
1894,7.5,0.27,0.31,5.8,0.057,131,313,0.9946,3.18,0.59,10.5,5,0,0,bad
1895,7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,6,0,0,bad
1896,6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,6,0,0,bad
1897,6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,6,0,0,bad
1898,7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,5,0,0,bad
1899,6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8,0,1,Good
1900,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5,0,0,bad
1901,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6,0,1,bad
1902,6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,5,0,0,bad
1903,5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,5,0,0,bad
1904,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6,0,1,bad
1905,6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6,0,1,bad
1906,5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6,0,0,bad
1907,5.9,0.26,0.4,1.3,0.047,12,139,0.9945,3.45,0.53,10.4,5,0,0,bad
1908,6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7,0,0,Good
1909,7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,7,0,0,Good
1910,8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,6,0,0,bad
1911,6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,6,0,0,bad
1912,5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,5,0,0,bad
1913,5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,6,0,0,bad
1914,7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6,0,0,bad
1915,5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7,0,1,Good
1916,6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6,0,0,bad
1917,7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,6,0,0,bad
1918,7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5,0,0,bad
1919,6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7,0,1,Good
1920,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,0,1,Good
1921,5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6,0,0,bad
1922,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,0,1,Good
1923,5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6,0,0,bad
1924,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,0,0,bad
1925,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,0,0,bad
1926,6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6,0,0,bad
1927,10,0.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,6,0,0,bad
1928,6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6,0,0,bad
1929,6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,6,0,0,bad
1930,7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5,0,0,bad
1931,6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6,0,0,bad
1932,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,0,0,bad
1933,6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7,0,1,Good
1934,6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7,0,1,Good
1935,6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,6,0,0,bad
1936,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6,0,0,bad
1937,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,0,0,bad
1938,7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5,0,1,bad
1939,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6,0,0,bad
1940,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,0,0,bad
1941,6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5,0,0,bad
1942,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,0,0,bad
1943,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,0,1,Good
1944,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,0,1,Good
1945,6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,0,0,Good
1946,7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,0,0,Good
1947,5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,6,0,0,bad
1948,6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,0,0,Good
1949,7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,0,0,Good
1950,7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,6,0,0,bad
1951,7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,6,0,0,bad
1952,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,0,0,bad
1953,6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7,0,1,Good
1954,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,0,1,Good
1955,5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7,0,0,Good
1956,6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,5,0,0,bad
1957,6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6,0,0,bad
1958,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,0,0,Good
1959,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,0,0,Good
1960,6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5,0,0,bad
1961,6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6,0,0,bad
1962,7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6,0,1,bad
1963,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5,0,0,bad
1964,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,0,0,bad
1965,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,0,1,bad
1966,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,0,1,bad
1967,5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,5,0,0,bad
1968,6.4,0.19,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,6,0,1,bad
1969,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,0,1,bad
1970,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5,0,0,bad
1971,6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,5,0,0,bad
1972,7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5,0,0,bad
1973,6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,6,0,1,bad
1974,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,0,0,bad
1975,5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,7,0,1,Good
1976,6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5,0,0,bad
1977,6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6,0,0,bad
1978,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,0,1,bad
1979,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,0,0,bad
1980,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,0,0,bad
1981,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5,0,0,bad
1982,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5,0,0,bad
1983,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,0,0,bad
1984,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,0,0,bad
1985,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,0,0,bad
1986,6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,5,0,0,bad
1987,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,0,0,bad
1988,7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6,0,0,bad
1989,7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,7,0,1,Good
1990,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,0,0,bad
1991,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,0,0,bad
1992,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,0,0,bad
1993,6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,0,0,Good
1994,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,0,0,bad
1995,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,0,0,bad
1996,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,0,0,bad
1997,7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5,0,0,bad
1998,7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5,0,0,bad
1999,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,0,0,bad
2000,6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5,0,0,bad
2001,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,0,0,Good
2002,7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,4,0,0,bad
2003,7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8,0,1,Good
2004,6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,7,0,1,Good
2005,6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5,0,0,bad
2006,6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8,0,1,Good
2007,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,0,0,Good
2008,6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,5,0,0,bad
2009,6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7,0,1,Good
2010,6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6,0,0,bad
2011,6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8,0,1,Good
2012,6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6,0,0,bad
2013,6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,6,0,0,bad
2014,7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,3,0,1,bad
2015,5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,5,0,1,bad
2016,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,0,0,bad
2017,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,0,0,bad
2018,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,0,0,Good
2019,7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5,0,0,bad
2020,6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,5,0,0,bad
2021,5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7,0,0,Good
2022,6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7,0,0,Good
